,word,Total,topic,subtopic,subsubtopic,CEFR_level
9628,pant,702.0,Health,Health and Fitness,exercise,c2
9629,pant,702.0,Health,Health and Fitness,exercise,c2
9630,PE,,Health,Health and Fitness,exercise,b1
9631,personal trainer,,Health,Health and Fitness,exercise,c1
9632,physical distancing,,Health,Health and Fitness,good_health,c2
9633,physical education,,Health,Health and Fitness,exercise,b1
9634,physically distanced,,Health,Health and Fitness,good_health,c2
9635,plank,2842.0,Health,Health and Fitness,exercise,c2
9636,power walking,,Health,Health and Fitness,exercise,c2
9637,press-up,,Health,Health and Fitness,exercise,c1
9638,puffed,879.0,Health,Health and Fitness,exercise,c2
9639,pump iron,,Health,Health and Fitness,exercise,c2
9640,punchbag,,Health,Health and Fitness,exercise,c2
9641,punching bag,,Health,Health and Fitness,exercise,c2
9642,push-up,,Health,Health and Fitness,exercise,c1
9643,radiance,1110.0,Health,Health and Fitness,good_health,c2
9644,regimen,359.0,Health,Health and Fitness,exercise,c2
9645,rep,703.0,Health,Health and Fitness,exercise,c2
9646,resistance,8662.0,Health,Health and Fitness,good_health,c1
9647,resistant,443.0,Health,Health and Fitness,good_health,c1
9648,rested,5776.0,Health,Health and Fitness,good_health,b2
9649,robust,1437.0,Health,Health and Fitness,good_health,c1
9650,run,42410.0,Health,Health and Fitness,exercise,a1
9651,self-care,,Health,Health and Fitness,good_health,b2
9652,short-winded,,Health,Health and Fitness,exercise,c2
9653,sit-up,,Health,Health and Fitness,exercise,c2
9654,social bubble,,Health,Health and Fitness,good_health,c2
9655,social distance,,Health,Health and Fitness,good_health,c2
9656,social distancing,,Health,Health and Fitness,good_health,c2
9657,socially distanced,,Health,Health and Fitness,good_health,c2
9658,spinning,2139.0,Health,Health and Fitness,exercise,c2
9659,squat thrust,,Health,Health and Fitness,exercise,c2
9660,stamina,,Health,Health and Fitness,exercise,c1
9661,step,35994.0,Health,Health and Fitness,exercise,c1
9662,strength,33461.0,Health,Health and Fitness,good_health,b1
9663,strengthen,2246.0,Health,Health and Fitness,good_health,b2
9664,strenuous,1118.0,Health,Health and Fitness,exercise,c2
9665,stretch,5660.0,Health,Health and Fitness,exercise,b2
9666,strong,48531.0,Health,Health and Fitness,good_health,a1
9667,sturdy,1718.0,Health,Health and Fitness,good_health,c2
9668,support bubble,,Health,Health and Fitness,good_health,c2
9669,sweat,2763.0,Health,Health and Fitness,exercise,b2
9670,Tabata™,,Health,Health and Fitness,exercise,c2
9671,thrive,1393.0,Health,Health and Fitness,good_health,c1
9672,thrive on,,Health,Health and Fitness,good_health,c1
9673,thriving,668.0,Health,Health and Fitness,good_health,c1
9674,tone,19597.0,Health,Health and Fitness,exercise,c2
9675,tonify,,Health,Health and Fitness,exercise,c2
9676,train,17163.0,Health,Health and Fitness,exercise,a2
9677,treadmill,100.0,Health,Health and Fitness,exercise,c2
9678,trim,1410.0,Health,Health and Fitness,good_health,c2
9679,walk,24894.0,Health,Health and Fitness,exercise,a1
9680,walker,1748.0,Health,Health and Fitness,exercise,b1
9681,walking,10773.0,Health,Health and Fitness,exercise,a2
9682,warm-up,,Health,Health and Fitness,exercise,c2
9683,weight,22649.0,Health,Health and Fitness,good_health,a2
9684,well,240869.0,Health,Health and Fitness,good_health,a1
9685,wellness,4.0,Health,Health and Fitness,good_health,c2
9686,work out,,Health,Health and Fitness,exercise,a2
9687,workout,7.0,Health,Health and Fitness,exercise,c1
9688,Zumba™,,Health,Health and Fitness,exercise,c2
9689,abnormality,302.0,Health,Health problems,types_of_illness,c2
9690,accident,10727.0,Health,Health problems,injuries,a2
9691,ache,1087.0,Health,Health problems,being_ill,a2
9692,ache,1087.0,Health,Health problems,being_ill,a2
9693,achy,2.0,Health,Health problems,being_ill,c2
9694,acne,65.0,Health,Health problems,types_of_illness,c2
9695,acute,4775.0,Health,Health problems,being_ill,c1
9696,addict,54.0,Health,Health problems,addiction,c1
9697,addicted,994.0,Health,Health problems,addiction,b2
9698,addiction,64.0,Health,Health problems,addiction,b2
9699,addictive,6.0,Health,Health problems,addiction,c1
9700,affliction,2363.0,Health,Health problems,being_ill,c2
9701,after-effect,,Health,Health problems,recovering_from_illness,c2
9702,aggravate,379.0,Health,Health problems,being_ill,c2
9703,aggressive,1556.0,Health,Health problems,types_of_illness,c2
9704,agony,4873.0,Health,Health problems,being_ill,c1
9705,-aholic,,Health,Health problems,addiction,c2
9706,AIDS,,Health,Health problems,types_of_illness,b2
9707,ail,390.0,Health,Health problems,being_ill,c2
9708,ailing,321.0,Health,Health problems,being_ill,c2
9709,ailment,802.0,Health,Health problems,types_of_illness,c1
9710,alcoholic,1062.0,Health,Health problems,addiction,b1
9711,alcoholic,1062.0,Health,Health problems,addiction,c1
9712,Alcoholics Anonymous™,,Health,Health problems,addiction,c2
9713,alcoholism,204.0,Health,Health problems,addiction,c2
9714,all-clear,,Health,Health problems,recovering_from_illness,c2
9715,allergen,3.0,Health,Health problems,poor_health,c2
9716,allergenic,,Health,Health problems,poor_health,c2
9717,allergic,56.0,Health,Health problems,poor_health,b2
9718,allergy,49.0,Health,Health problems,poor_health,b2
9719,ALS,,Health,Health problems,types_of_illness,c2
9720,Alzheimer’s,,Health,Health problems,types_of_illness,c2
9721,amyotrophic lateral sclerosis,,Health,Health problems,types_of_illness,c2
9722,anaemia,38.0,Health,Health problems,poor_health,c2
9723,anaemic,33.0,Health,Health problems,poor_health,c2
9724,anaphylactic shock,,Health,Health problems,types_of_illness,c2
9725,anemia,173.0,Health,Health problems,poor_health,c2
9726,anosmia,10.0,Health,Health problems,types_of_illness,c2
9727,anthrax,399.0,Health,Health problems,types_of_illness,c2
9728,appendicitis,71.0,Health,Health problems,types_of_illness,c2
9729,arrhythmia,1.0,Health,Health problems,poor_health,c2
9730,arthritis,274.0,Health,Health problems,types_of_illness,c2
9731,asthma,388.0,Health,Health problems,types_of_illness,c1
9732,asthmatic,97.0,Health,Health problems,types_of_illness,c2
9733,at death’s door,,Health,Health problems,being_ill,c2
9734,attack,30336.0,Health,Health problems,being_ill,b1
9735,avian flu,,Health,Health problems,types_of_illness,c2
9736,bad,32302.0,Health,Health problems,poor_health,a2
9737,bang,1135.0,Health,Health problems,injuries,b2
9738,banged up,,Health,Health problems,injuries,c2
9739,battered,1016.0,Health,Health problems,injuries,c2
9740,bedridden,101.0,Health,Health problems,being_ill,c2
9741,bedsore,63.0,Health,Health problems,being_ill,c2
9742,be/go down with something,,Health,Health problems,being_ill,c2
9743,bend,6563.0,Health,Health problems,types_of_illness,c2
9744,benign,422.0,Health,Health problems,types_of_illness,c2
9745,be sick,,Health,Health problems,being_ill,a2
9746,better,78961.0,Health,Health problems,recovering_from_illness,a2
9747,bird flu,,Health,Health problems,types_of_illness,c1
9748,bite,4600.0,Health,Health problems,injuries,b1
9749,black eye,,Health,Health problems,injuries,b2
9750,bleed,982.0,Health,Health problems,injuries,c1
9751,blister,972.0,Health,Health problems,injuries,c1
9752,bounce back,,Health,Health problems,recovering_from_illness,c1
9753,bout,4253.0,Health,Health problems,being_ill,c2
9754,break,20395.0,Health,Health problems,injuries,b1
9755,break,20395.0,Health,Health problems,injuries,b1
9756,breathless,1653.0,Health,Health problems,being_ill,c1
9757,breathlessness,41.0,Health,Health problems,being_ill,c1
9758,broken,26256.0,Health,Health problems,injuries,a2
9759,bronchitis,387.0,Health,Health problems,types_of_illness,c2
9760,bruise,1208.0,Health,Health problems,injuries,b2
9761,bruise,1208.0,Health,Health problems,injuries,b2
9762,BSE,,Health,Health problems,types_of_illness,c2
9763,bug,1595.0,Health,Health problems,types_of_illness,b2
9764,bump,538.0,Health,Health problems,injuries,b2
9765,bump,538.0,Health,Health problems,injuries,b2
9766,burn,10239.0,Health,Health problems,injuries,b2
9767,burnout,6.0,Health,Health problems,being_ill,c2
9768,burnt,7167.0,Health,Health problems,injuries,b1
9769,C-19,,Health,Health problems,types_of_illness,c1
9770,cancer,996.0,Health,Health problems,types_of_illness,b2
9771,cancerous,86.0,Health,Health problems,types_of_illness,c2
9772,cardiac,251.0,Health,Health problems,types_of_illness,c2
9773,carpal tunnel syndrome,,Health,Health problems,types_of_illness,c2
9774,carrier,3236.0,Health,Health problems,being_ill,c1
9775,cataract,1336.0,Health,Health problems,types_of_illness,c2
9776,catarrh,644.0,Health,Health problems,being_ill,c2
9777,catch,12145.0,Health,Health problems,being_ill,b1
9778,catching,3250.0,Health,Health problems,types_of_illness,c1
9779,celiac,2.0,Health,Health problems,types_of_illness,c2
9780,celiac,2.0,Health,Health problems,types_of_illness,c2
9781,celiac disease,,Health,Health problems,types_of_illness,c2
9782,chicken flu,,Health,Health problems,types_of_illness,c1
9783,chickenpox,73.0,Health,Health problems,types_of_illness,c2
9784,chill,2792.0,Health,Health problems,types_of_illness,c2
9785,cholera,1170.0,Health,Health problems,types_of_illness,c2
9786,chronic,2337.0,Health,Health problems,poor_health,c1
9787,chronic fatigue syndrome,,Health,Health problems,types_of_illness,c2
9788,cirrhosis,30.0,Health,Health problems,types_of_illness,c2
9789,CJD,,Health,Health problems,types_of_illness,c2
9790,coeliac,21.0,Health,Health problems,types_of_illness,c2
9791,coeliac,21.0,Health,Health problems,types_of_illness,c2
9792,coeliac disease,,Health,Health problems,types_of_illness,c2
9793,cold,42523.0,Health,Health problems,types_of_illness,a1
9794,cold turkey,,Health,Health problems,addiction,c2
9795,cold turkey,,Health,Health problems,addiction,c2
9796,colic,627.0,Health,Health problems,types_of_illness,c2
9797,collapse,1191.0,Health,Health problems,being_ill,b2
9798,collapse,1191.0,Health,Health problems,types_of_illness,c1
9799,coma,331.0,Health,Health problems,being_ill,c2
9800,comatose,54.0,Health,Health problems,being_ill,c2
9801,come down with,,Health,Health problems,being_ill,c2
9802,common cold,,Health,Health problems,types_of_illness,b2
9803,community spread,,Health,Health problems,types_of_illness,c2
9804,community transmission,,Health,Health problems,types_of_illness,c2
9805,comorbid,,Health,Health problems,being_ill,c2
9806,comorbidity,,Health,Health problems,being_ill,c2
9807,complain of,,Health,Health problems,being_ill,c1
9808,complaint,6696.0,Health,Health problems,being_ill,c2
9809,complication,1548.0,Health,Health problems,being_ill,c1
9810,concuss,4.0,Health,Health problems,injuries,c2
9811,concussed,8.0,Health,Health problems,injuries,c2
9812,concussion,597.0,Health,Health problems,injuries,c2
9813,condition,61784.0,Health,Health problems,being_ill,a2
9814,congenital,761.0,Health,Health problems,types_of_illness,c2
9815,constipation,760.0,Health,Health problems,types_of_illness,c2
9816,contagion,932.0,Health,Health problems,being_ill,c2
9817,contagious,1248.0,Health,Health problems,types_of_illness,c1
9818,contract,10405.0,Health,Health problems,being_ill,c2
9819,contusion,307.0,Health,Health problems,injuries,c2
9820,convalesce,6.0,Health,Health problems,recovering_from_illness,c2
9821,convalescence,383.0,Health,Health problems,recovering_from_illness,c2
9822,corona,780.0,Health,Health problems,types_of_illness,c2
9823,coronary,280.0,Health,Health problems,types_of_illness,c2
9824,coronary thrombosis,,Health,Health problems,types_of_illness,c2
9825,coronavirus,,Health,Health problems,types_of_illness,b2
9826,cough,1957.0,Health,Health problems,being_ill,b1
9827,cough,1957.0,Health,Health problems,types_of_illness,b1
9828,Covid,,Health,Health problems,types_of_illness,b2
9829,Covid-19,,Health,Health problems,types_of_illness,b2
9830,cramp,660.0,Health,Health problems,being_ill,c2
9831,Creutzfeldt-Jakob disease,,Health,Health problems,types_of_illness,c2
9832,cripple,817.0,Health,Health problems,injuries,c2
9833,crippling,120.0,Health,Health problems,injuries,c2
9834,crisis,3748.0,Health,Health problems,being_ill,b2
9835,croup,618.0,Health,Health problems,types_of_illness,c2
9836,curable,132.0,Health,Health problems,recovering_from_illness,c2
9837,cut,54539.0,Health,Health problems,injuries,a1
9838,cut,54539.0,Health,Health problems,injuries,b1
9839,cyst,449.0,Health,Health problems,types_of_illness,c2
9840,cytokine storm,,Health,Health problems,types_of_illness,c2
9841,dead leg,,Health,Health problems,injuries,c2
9842,debility,1107.0,Health,Health problems,being_ill,c2
9843,deep vein thrombosis,,Health,Health problems,types_of_illness,c2
9844,dehydrate,13.0,Health,Health problems,being_ill,c2
9845,dehydrated,28.0,Health,Health problems,being_ill,c2
9846,dehydration,21.0,Health,Health problems,being_ill,c2
9847,delicate,10380.0,Health,Health problems,poor_health,c1
9848,delirium,1324.0,Health,Health problems,being_ill,c2
9849,delta,1421.0,Health,Health problems,types_of_illness,c2
9850,demented,172.0,Health,Health problems,types_of_illness,c2
9851,dementia,114.0,Health,Health problems,types_of_illness,c2
9852,dependence,1758.0,Health,Health problems,addiction,c1
9853,dependent,4916.0,Health,Health problems,addiction,b2
9854,develop,4559.0,Health,Health problems,being_ill,b1
9855,diabetes,255.0,Health,Health problems,types_of_illness,b2
9856,diabetic,41.0,Health,Health problems,types_of_illness,c2
9857,diabetic,41.0,Health,Health problems,types_of_illness,c2
9858,diarrhoea,491.0,Health,Health problems,types_of_illness,c1
9859,diphtheria,370.0,Health,Health problems,types_of_illness,c2
9860,discomfort,1469.0,Health,Health problems,being_ill,c1
9861,disease,28747.0,Health,Health problems,types_of_illness,a2
9862,diseased,2320.0,Health,Health problems,being_ill,c2
9863,dislocate,52.0,Health,Health problems,injuries,c2
9864,disorder,5106.0,Health,Health problems,types_of_illness,b2
9865,distressed,2447.0,Health,Health problems,being_ill,c2
9866,dizzy,683.0,Health,Health problems,being_ill,c1
9867,doddering,17.0,Health,Health problems,poor_health,c2
9868,drawn,23134.0,Health,Health problems,being_ill,c2
9869,dysentery,644.0,Health,Health problems,types_of_illness,c2
9870,dyspepsia,490.0,Health,Health problems,types_of_illness,c2
9871,earache,92.0,Health,Health problems,being_ill,a2
9872,Ebola,,Health,Health problems,types_of_illness,c2
